transaction_id,customer_id,purchase_date,product_category,product_model,brand,brand_origin,brand_tier,product_status,price_tzs,quantity,total_amount_tzs,quality_score,price_factor,quality_factor,brand_preference,cultural_compatibility,social_influence,status_factor,origin_factor,utility_score,purchase_channel,payment_method,age,gender,region,religion,ethnic_group,education,income_bracket,mobile_money,tech_savvy_score,brand_loyalty,price_sensitivity,quality_sensitivity,cultural_preference_strength,price_per_unit,is_weekend_purchase,purchase_month,purchase_year,customer_satisfaction,is_repeat_customer
TRX_007694,CUST_00292,2024-12-07,Mobile Phone,Huawei Y6,Huawei,China,Premium,New,602784,1,602784,9.3,0.568,0.391,0.59,0.9,0.519,1.0,1.0,0.681,Physical Store,Cash,17,Male,Dar es Salaam,Muslim,Sukuma,Bachelor,"<200,000",None,2,0.18,0.86,0.42,0.0,602784,1,12,2024,0.84,1
TRX_007695,CUST_02488,2025-02-26,Mobile Phone,Infinix Hot 11,Infinix,China,Mid-Range,New,376171,1,376171,7.0,0.332,0.553,0.665,1.0,0.813,1.0,1.0,0.72,Online,Mobile Money,33,Female,Mbeya,Christian,Others,Diploma,"500,001-1,000,000",Airtel Money,2,0.13,0.71,0.79,0.7,376171,0,2,2025,0.74,1
TRX_007696,CUST_04460,2025-02-18,Mobile Phone,iPhone 12,Apple,USA,Premium,New,2299222,1,2299222,9.8,0.272,0.735,0.745,1.0,1.07,1.0,1.0,0.896,Online,Cash,28,Male,Mbeya,Christian,Sukuma,Secondary,">2,000,000",Tigo Pesa,4,0.09,0.38,0.75,0.5,2299222,0,2,2025,0.53,1
TRX_007697,CUST_03859,2025-02-20,Mobile Phone,Xiaomi Redmi Note 10,Xiaomi,China,Mid-Range,New,574543,1,574543,6.7,0.0,0.509,0.7,1.0,0.828,1.0,1.0,0.608,Physical Store,Card,34,Male,Dar es Salaam,Christian,Others,Secondary,"200,000-500,000",M-Pesa,2,0.4,0.87,0.76,0.3,574543,0,2,2025,0.69,1
TRX_007698,CUST_01412,2025-01-16,Mobile Phone,Nokia C2,Nokia,Finland,Mid-Range,Used,413588,1,413588,5.5,0.0,0.192,0.62,0.9,0.54,0.6,1.0,0.431,Physical Store,Mobile Money,27,Male,Dodoma,Muslim,Others,Secondary,"<200,000",M-Pesa,3,0.24,0.97,0.35,0.7,413588,0,1,2025,0.65,1
TRX_007699,CUST_00156,2025-02-26,Mobile Phone,Infinix Note 11,Infinix,China,Mid-Range,New,488248,1,488248,6.6,0.109,0.469,0.685,0.9,0.937,1.0,1.0,0.503,Physical Store,Mobile Money,25,Male,Dar es Salaam,Muslim,Chagga,Diploma,"200,000-500,000",Airtel Money,5,0.17,0.73,0.71,0.3,488248,0,2,2025,0.7,1
TRX_007700,CUST_00750,2025-02-27,Mobile Phone,Huawei P30,Huawei,China,Premium,New,1904667,1,1904667,8.1,0.0,0.381,0.74,1.0,0.696,1.0,1.0,0.406,Physical Store,Mobile Money,31,Female,Dodoma,Christian,Others,Master+,"200,000-500,000",Tigo Pesa,2,0.48,0.75,0.47,0.3,1904667,0,2,2025,0.51,1
TRX_007701,CUST_04672,2024-12-30,Mobile Phone,Huawei P40,Huawei,China,Premium,Used,859438,1,859438,7.1,0.47,0.518,0.52,0.9,0.82,0.6,1.0,0.441,Online,Cash,23,Male,Dar es Salaam,Muslim,Others,No formal,"500,001-1,000,000",Tigo Pesa,3,0.04,0.74,0.73,0.3,859438,0,12,2024,0.65,0
TRX_007702,CUST_00530,2025-01-29,Mobile Phone,iPhone 11,Apple,USA,Premium,New,1601033,1,1601033,8.7,0.0,0.592,0.83,0.9,1.092,1.0,1.0,0.519,Physical Store,Mobile Money,25,Male,Arusha,Muslim,Others,Primary,"200,000-500,000",M-Pesa,5,0.26,0.88,0.68,0.5,1601033,0,1,2025,0.6,1
TRX_007703,CUST_04699,2025-02-25,Mobile Phone,Nokia 5.4,Nokia,Finland,Mid-Range,New,565352,1,565352,7.2,0.265,0.59,0.68,1.0,0.987,1.0,1.0,0.721,Physical Store,Mobile Money,18,Female,Tanga,Christian,Sukuma,Secondary,"500,001-1,000,000",Airtel Money,3,0.36,0.52,0.82,0.0,565352,0,2,2025,0.72,0
TRX_007704,CUST_00907,2025-02-10,Mobile Phone,Tecno Camon 19,Tecno,China,Mid-Range,New,525721,1,525721,7.7,0.0,0.339,0.855,1.0,0.626,1.0,1.0,0.676,Physical Store,Mobile Money,15,Female,Morogoro,Christian,Others,Secondary,"200,000-500,000",Airtel Money,5,0.51,0.84,0.44,0.3,525721,0,2,2025,0.76,1
TRX_007705,CUST_02959,2025-01-16,Mobile Phone,Vivo Y12,Vivo,China,Mid-Range,New,574717,1,574717,6.4,0.0,0.333,0.7,1.0,0.915,1.0,1.0,0.427,Physical Store,Mobile Money,33,Female,Dar es Salaam,Christian,Gogo,Diploma,"200,000-500,000",Halopesa,2,0.4,0.84,0.52,0.7,574717,0,1,2025,0.67,0
TRX_007706,CUST_04303,2024-12-11,Mobile Phone,Samsung Galaxy S22,Samsung,South Korea,Premium,New,1264010,1,1264010,8.7,0.473,0.505,0.88,0.9,0.836,1.0,1.0,0.788,Online,Mobile Money,33,Female,Mwanza,Muslim,Others,Diploma,"500,001-1,000,000",M-Pesa,3,0.36,0.5,0.58,0.3,1264010,0,12,2024,0.67,1
TRX_007707,CUST_02747,2025-02-11,Mobile Phone,Tecno Camon 19,Tecno,China,Mid-Range,New,541593,1,541593,7.7,0.174,0.516,0.77,1.0,0.514,1.0,1.0,0.598,Online,Mobile Money,15,Female,Dodoma,Christian,Sukuma,Bachelor,"500,001-1,000,000",Tigo Pesa,2,0.34,0.61,0.67,0.7,541593,0,2,2025,0.75,1
TRX_007708,CUST_02295,2024-12-01,Mobile Phone,Nokia G10,Nokia,Finland,Mid-Range,New,338635,1,338635,6.8,0.526,0.401,0.685,1.0,0.62,1.0,1.0,0.645,Physical Store,Mobile Money,42,Male,Zanzibar,Christian,Others,Primary,"500,001-1,000,000",M-Pesa,4,0.37,0.56,0.59,0.3,338635,1,12,2024,0.74,1
TRX_007709,CUST_03099,2025-02-23,Mobile Phone,Infinix Note 10,Infinix,China,Mid-Range,New,497338,1,497338,6.1,0.49,0.232,0.64,1.0,0.893,1.0,1.0,0.438,Physical Store,Mobile Money,28,Female,Mbeya,Christian,Others,Master+,">2,000,000",Airtel Money,3,0.08,0.41,0.38,0.3,497338,1,2,2025,0.67,1
TRX_007710,CUST_03239,2025-01-27,Mobile Phone,Samsung Galaxy A13,Samsung,South Korea,Premium,New,1242064,1,1242064,8.7,0.296,0.304,0.805,1.0,0.725,1.0,1.0,0.552,Physical Store,Cash,22,Female,Zanzibar,Christian,Chagga,No formal,"500,001-1,000,000",Airtel Money,3,0.21,0.68,0.35,0.5,1242064,0,1,2025,0.67,0
TRX_007711,CUST_01606,2025-01-29,Mobile Phone,Infinix Hot 10,Infinix,China,Mid-Range,New,296658,1,296658,7.4,0.281,0.622,0.76,0.9,0.802,1.0,1.0,0.655,Mobile,Mobile Money,31,Female,Dar es Salaam,Muslim,Others,Diploma,"200,000-500,000",Halopesa,5,0.32,0.97,0.84,0.7,296658,0,1,2025,0.78,1
TRX_007712,CUST_03904,2025-02-01,Mobile Phone,Tecno Spark 9,Tecno,China,Mid-Range,New,322764,1,322764,7.2,0.338,0.31,0.775,0.9,0.608,1.0,1.0,0.46,Physical Store,Mobile Money,42,Male,Dar es Salaam,Muslim,Nyamwezi,Secondary,"200,000-500,000",Tigo Pesa,4,0.35,0.82,0.43,0.3,322764,1,2,2025,0.77,1
TRX_007713,CUST_00630,2025-02-14,Mobile Phone,Samsung Galaxy A13,Samsung,South Korea,Premium,New,1696476,1,1696476,8.5,0.0,0.366,0.83,0.9,1.036,1.0,1.0,0.532,Online,Cash,31,Female,Dar es Salaam,Muslim,Others,Primary,"200,000-500,000",Halopesa,4,0.26,0.76,0.43,0.5,1696476,0,2,2025,0.57,1
TRX_007714,CUST_03699,2025-01-15,Mobile Phone,Samsung Galaxy A13,Samsung,South Korea,Premium,New,677928,1,677928,8.6,0.859,0.318,0.785,0.9,0.773,1.0,1.0,0.646,Physical Store,Card,48,Female,Morogoro,Muslim,Gogo,Secondary,">2,000,000",Tigo Pesa,4,0.17,0.25,0.37,0.3,677928,0,1,2025,0.78,1
TRX_007715,CUST_00553,2025-02-25,Mobile Phone,iPhone 14,Apple,USA,Premium,New,2337738,1,2337738,8.5,0.0,0.705,0.855,0.9,1.091,1.0,1.0,0.601,Physical Store,Mobile Money,28,Female,Dar es Salaam,Muslim,Others,Diploma,"200,000-500,000",M-Pesa,3,0.31,0.97,0.83,0.7,2337738,0,2,2025,0.44,1
TRX_007716,CUST_03973,2025-02-01,Mobile Phone,Xiaomi Redmi 9,Xiaomi,China,Mid-Range,New,263358,1,263358,6.4,0.644,0.538,0.675,0.9,0.901,1.0,1.0,0.695,Online,Card,36,Female,Mwanza,Muslim,Others,Secondary,"500,001-1,000,000",None,4,0.35,0.54,0.84,0.7,263358,1,2,2025,0.73,1
TRX_007717,CUST_04684,2025-01-27,Mobile Phone,Nokia 5.4,Nokia,Finland,Mid-Range,New,581841,1,581841,7.7,0.0,0.331,0.535,0.9,0.524,1.0,1.0,0.358,Physical Store,Cash,34,Male,Tanga,Muslim,Gogo,No formal,"200,000-500,000",M-Pesa,5,0.07,0.99,0.43,0.7,581841,0,1,2025,0.75,1
TRX_007718,CUST_03484,2025-01-21,Mobile Phone,Tecno Pop 5,Tecno,China,Mid-Range,New,571777,1,571777,6.3,0.014,0.302,0.76,1.0,0.855,1.0,1.0,0.677,Online,Cash,32,Male,Morogoro,Christian,Others,Primary,"500,001-1,000,000",Airtel Money,4,0.32,0.69,0.48,0.3,571777,0,1,2025,0.66,0
TRX_007719,CUST_03346,2025-02-13,Mobile Phone,Samsung Galaxy A03,Samsung,South Korea,Premium,New,793428,1,793428,8.6,0.815,0.396,0.825,0.9,0.813,1.0,1.0,0.682,Physical Store,Cash,25,Male,Dar es Salaam,Muslim,Others,No formal,"1,000,001-2,000,000",Tigo Pesa,4,0.25,0.28,0.46,0.7,793428,0,2,2025,0.76,1
TRX_007720,CUST_01933,2025-01-20,Mobile Phone,Nokia C2,Nokia,Finland,Mid-Range,New,485898,1,485898,6.2,0.0,0.205,0.63,0.9,0.654,1.0,1.0,0.334,Physical Store,Cash,30,Female,Arusha,Muslim,Nyamwezi,Secondary,"<200,000",M-Pesa,5,0.26,0.97,0.33,0.5,485898,0,1,2025,0.67,0
TRX_007721,CUST_03731,2025-01-13,Mobile Phone,Tecno Spark 8,Tecno,China,Mid-Range,New,415970,1,415970,7.6,0.0,0.35,0.9,1.0,0.681,1.0,1.0,0.387,Online,Cash,26,Male,Tanga,Other,Haya,Secondary,"200,000-500,000",M-Pesa,2,0.6,0.97,0.46,0.3,415970,0,1,2025,0.77,1
TRX_007722,CUST_01179,2025-01-06,Mobile Phone,Itel A36,Itel,China,Budget,New,112965,1,112965,5.1,0.307,0.173,0.585,0.9,0.716,1.0,1.0,0.413,Physical Store,Mobile Money,21,Male,Dar es Salaam,Muslim,Haya,Diploma,"200,000-500,000",M-Pesa,5,0.17,0.92,0.34,0.5,112965,0,1,2025,0.68,1
TRX_007723,CUST_04495,2025-01-06,Mobile Phone,Itel A36,Itel,China,Budget,New,177784,1,177784,7.0,0.526,0.623,0.565,0.9,0.549,1.0,1.0,0.626,Mobile,Cash,20,Male,Zanzibar,Muslim,Sukuma,Secondary,">2,000,000",Tigo Pesa,4,0.13,0.4,0.89,0.3,177784,0,1,2025,0.78,1
TRX_007724,CUST_01277,2025-02-20,Mobile Phone,Xiaomi Redmi Note 10,Xiaomi,China,Mid-Range,New,424745,1,424745,7.9,0.0,0.537,0.585,1.0,0.857,1.0,1.0,0.406,Physical Store,Mobile Money,25,Male,Mbeya,Christian,Makonde,Secondary,"<200,000",None,4,0.17,0.98,0.68,0.0,424745,0,2,2025,0.79,1
TRX_007725,CUST_04272,2025-02-02,Mobile Phone,Samsung Galaxy A23,Samsung,South Korea,Premium,New,1050777,1,1050777,8.2,0.623,0.64,0.805,1.0,0.858,1.0,1.0,0.554,Online,Mobile Money,18,Male,Dar es Salaam,Christian,Others,Primary,"1,000,001-2,000,000",Tigo Pesa,4,0.21,0.43,0.78,0.5,1050777,1,2,2025,0.68,1
TRX_007726,CUST_01493,2024-12-03,Mobile Phone,Huawei Y6,Huawei,China,Premium,New,1297980,1,1297980,9.2,0.243,0.414,0.8,1.0,0.534,1.0,1.0,0.62,Physical Store,Mobile Money,17,Female,Dodoma,Christian,Makonde,Primary,"200,000-500,000",M-Pesa,3,0.6,0.7,0.45,0.5,1297980,0,12,2024,0.69,1
TRX_007727,CUST_01328,2025-02-03,Mobile Phone,Nokia C3,Nokia,Finland,Mid-Range,New,277046,1,277046,7.2,0.453,0.598,0.79,1.0,0.96,1.0,1.0,0.637,Physical Store,Mobile Money,27,Male,Dar es Salaam,Christian,Others,Secondary,"200,000-500,000",M-Pesa,2,0.58,0.79,0.83,0.5,277046,0,2,2025,0.78,0
TRX_007728,CUST_02527,2025-02-13,Mobile Phone,Oppo A15,Oppo,China,Mid-Range,New,478813,1,478813,7.6,0.725,0.509,0.7,1.0,0.684,1.0,1.0,0.807,Physical Store,Mobile Money,23,Female,Arusha,Christian,Others,Secondary,">2,000,000",M-Pesa,3,0.4,0.23,0.67,0.5,478813,0,2,2025,0.76,1
TRX_007729,CUST_00963,2025-01-01,Mobile Phone,Infinix Hot 11,Infinix,China,Mid-Range,New,434135,1,434135,7.5,0.653,0.42,0.725,0.9,0.529,1.0,1.0,0.417,Physical Store,Mobile Money,37,Female,Dar es Salaam,Muslim,Sukuma,No formal,"1,000,001-2,000,000",Tigo Pesa,4,0.25,0.32,0.56,0.3,434135,0,1,2025,0.76,1
TRX_007730,CUST_01712,2025-01-29,Mobile Phone,Nokia 5.4,Nokia,Finland,Mid-Range,New,343454,1,343454,6.5,0.416,0.195,0.525,0.9,0.505,1.0,1.0,0.484,Physical Store,Cash,31,Male,Arusha,Muslim,Nyamwezi,Secondary,"500,001-1,000,000",Tigo Pesa,4,0.05,0.68,0.3,0.5,343454,0,1,2025,0.72,1
TRX_007731,CUST_02310,2025-02-14,Mobile Phone,Huawei Y6,Huawei,China,Premium,New,1664341,1,1664341,8.9,0.307,0.418,0.665,1.0,0.621,1.0,1.0,0.532,Online,Mobile Money,48,Male,Mwanza,Christian,Others,Diploma,"500,001-1,000,000",M-Pesa,2,0.33,0.5,0.47,0.5,1664341,0,2,2025,0.6,1
TRX_007732,CUST_01504,2025-02-25,Mobile Phone,Samsung Galaxy S22,Samsung,South Korea,Premium,New,2448300,1,2448300,9.4,0.0,0.827,0.93,1.0,1.146,1.0,1.0,0.457,Physical Store,Mobile Money,25,Male,Zanzibar,Christian,Sukuma,Secondary,"200,000-500,000",Airtel Money,3,0.46,0.83,0.88,0.3,2448300,0,2,2025,0.47,1
TRX_007733,CUST_01864,2025-01-14,Mobile Phone,Tecno Pop 5,Tecno,China,Mid-Range,New,511948,1,511948,7.1,0.0,0.298,0.625,1.0,0.72,1.0,1.0,0.518,Online,Mobile Money,25,Male,Mwanza,Christian,Sukuma,No formal,"200,000-500,000",Airtel Money,4,0.05,0.84,0.42,0.0,511948,0,1,2025,0.72,1
TRX_007734,CUST_04184,2025-02-21,Mobile Phone,iPhone 13,Apple,USA,Premium,New,1610365,1,1610365,8.5,0.0,0.408,0.96,0.9,0.865,1.0,1.0,0.66,Physical Store,Cash,43,Male,Dar es Salaam,Muslim,Chagga,Primary,"200,000-500,000",M-Pesa,1,0.52,0.85,0.48,0.5,1610365,0,2,2025,0.59,1
TRX_007735,CUST_02414,2025-01-29,Mobile Phone,Huawei Y7,Huawei,China,Premium,New,2343908,1,2343908,9.5,0.0,0.798,0.575,1.0,0.577,1.0,1.0,0.566,Physical Store,Cash,21,Male,Morogoro,Christian,Others,No formal,"500,001-1,000,000",Halopesa,2,0.15,0.58,0.84,0.5,2343908,0,1,2025,0.5,1
TRX_007736,CUST_02963,2025-01-24,Mobile Phone,Nokia C2,Nokia,Finland,Mid-Range,New,325270,1,325270,6.9,0.325,0.49,0.525,0.9,0.686,1.0,1.0,0.572,Physical Store,Mobile Money,15,Male,Tanga,Muslim,Others,Secondary,"200,000-500,000",Tigo Pesa,2,0.05,0.83,0.71,0.5,325270,0,1,2025,0.75,1
TRX_007737,CUST_01750,2025-02-06,Mobile Phone,Itel A25,Itel,China,Budget,New,176163,1,176163,6.4,0.025,0.499,0.77,0.9,0.683,1.0,1.0,0.323,Physical Store,Cash,19,Male,Mbeya,Muslim,Others,Master+,"200,000-500,000",Halopesa,4,0.54,0.83,0.78,0.5,176163,0,2,2025,0.75,1
TRX_007738,CUST_04344,2025-01-10,Mobile Phone,Itel A36,Itel,China,Budget,New,136113,1,136113,4.1,0.701,0.336,0.6,0.9,0.884,1.0,1.0,0.814,Physical Store,Cash,15,Female,Mwanza,Muslim,Nyamwezi,Secondary,"1,000,001-2,000,000",Tigo Pesa,3,0.2,0.33,0.82,0.3,136113,0,1,2025,0.62,1
TRX_007739,CUST_02067,2025-02-17,Mobile Phone,Tecno Camon 19,Tecno,China,Mid-Range,Used,446863,1,446863,5.1,0.788,0.219,0.925,0.9,0.704,0.6,1.0,0.629,Physical Store,Cash,34,Female,Arusha,Muslim,Others,Secondary,"1,000,001-2,000,000",Halopesa,3,0.65,0.19,0.43,0.5,446863,0,2,2025,0.62,1
TRX_007740,CUST_04945,2025-02-15,Mobile Phone,Huawei P40,Huawei,China,Premium,New,2288038,1,2288038,8.5,0.0,0.578,0.52,1.0,0.646,1.0,1.0,0.543,Physical Store,Mobile Money,42,Female,Dar es Salaam,Christian,Others,Primary,"500,001-1,000,000",M-Pesa,5,0.04,0.69,0.68,0.7,2288038,1,2,2025,0.45,1
TRX_007741,CUST_02623,2025-01-22,Mobile Phone,Huawei Y6,Huawei,China,Premium,New,1020139,1,1020139,10.0,0.192,0.78,0.57,0.9,0.761,1.0,1.0,0.733,Physical Store,Mobile Money,26,Male,Tanga,Muslim,Others,No formal,"200,000-500,000",M-Pesa,3,0.14,0.95,0.78,0.3,1020139,0,1,2025,0.8,0
TRX_007742,CUST_00669,2025-01-24,Mobile Phone,iPhone 11,Apple,USA,Premium,New,1795852,1,1795852,8.3,0.0,0.382,0.8,0.9,0.749,1.0,1.0,0.394,Online,Mobile Money,36,Male,Arusha,Muslim,Sukuma,Primary,"200,000-500,000",Tigo Pesa,3,0.2,0.98,0.46,0.0,1795852,0,1,2025,0.54,1
TRX_007743,CUST_03915,2025-02-25,Mobile Phone,Vivo Y12,Vivo,China,Mid-Range,Used,359437,1,359437,6.5,0.317,0.202,0.685,0.9,0.723,0.6,1.0,0.473,Physical Store,Mobile Money,33,Male,Arusha,Muslim,Others,No formal,"200,000-500,000",None,4,0.37,0.76,0.31,0.3,359437,0,2,2025,0.72,1
TRX_007744,CUST_02400,2025-02-20,Mobile Phone,Nokia G10,Nokia,Finland,Mid-Range,Used,262647,1,262647,5.9,0.508,0.49,0.55,0.9,0.698,0.6,1.0,0.616,Physical Store,Mobile Money,17,Male,Mwanza,Muslim,Sukuma,Primary,"500,001-1,000,000",M-Pesa,3,0.1,0.75,0.83,0.7,262647,0,2,2025,0.7,1
TRX_007745,CUST_01725,2025-02-25,Mobile Phone,Huawei Y6,Huawei,China,Premium,New,2190741,1,2190741,9.1,0.0,0.682,0.545,0.9,0.791,1.0,1.0,0.653,Online,Cash,28,Female,Mbeya,Muslim,Others,Diploma,"200,000-500,000",M-Pesa,3,0.09,0.71,0.75,0.3,2190741,0,2,2025,0.51,1
TRX_007746,CUST_01874,2025-02-16,Mobile Phone,Samsung Galaxy S22,Samsung,South Korea,Premium,New,2172622,1,2172622,8.7,0.801,0.487,0.75,0.9,1.181,1.0,1.0,0.891,Physical Store,Mobile Money,25,Female,Mbeya,Muslim,Chagga,Diploma,"1,000,001-2,000,000",M-Pesa,3,0.1,0.11,0.56,0.3,2172622,1,2,2025,0.49,1
TRX_007747,CUST_01882,2025-02-23,Mobile Phone,Tecno Spark 8,Tecno,China,Mid-Range,New,350232,1,350232,7.7,0.912,0.331,0.885,1.0,0.915,1.0,1.0,0.863,Physical Store,Cash,21,Male,Morogoro,Christian,Sukuma,Secondary,"1,000,001-2,000,000",M-Pesa,4,0.57,0.1,0.43,0.5,350232,1,2,2025,0.79,1
TRX_007748,CUST_03921,2025-02-03,Mobile Phone,iPhone 12,Apple,USA,Premium,New,784347,1,784347,9.3,0.484,0.66,1.015,1.0,1.082,1.0,1.0,0.552,Online,Cash,26,Male,Zanzibar,Christian,Nyamwezi,Diploma,"<200,000",None,3,0.63,0.79,0.71,0.3,784347,0,2,2025,0.8,0
TRX_007749,CUST_00778,2025-02-11,Mobile Phone,Samsung Galaxy A23,Samsung,South Korea,Premium,New,2121980,1,2121980,9.0,0.452,0.45,0.77,0.9,0.759,1.0,1.0,0.476,Online,Cash,23,Male,Dodoma,Muslim,Others,Bachelor,">2,000,000",M-Pesa,2,0.14,0.31,0.5,0.5,2121980,0,2,2025,0.52,1
TRX_007750,CUST_03169,2025-02-18,Mobile Phone,Tecno Camon 18,Tecno,China,Mid-Range,Used,179595,1,179595,5.1,0.654,0.25,0.785,1.0,0.956,0.6,1.0,0.501,Physical Store,Cash,39,Male,Tanga,Christian,Sukuma,Secondary,"<200,000",None,4,0.37,0.77,0.49,0.7,179595,0,2,2025,0.67,1
TRX_007751,CUST_02434,2025-02-26,Mobile Phone,Samsung Galaxy A23,Samsung,South Korea,Premium,New,2172405,1,2172405,9.7,0.0,0.737,0.725,1.0,1.143,1.0,1.0,0.67,Physical Store,Card,22,Female,Dodoma,Christian,Others,Master+,"<200,000",Airtel Money,3,0.05,0.77,0.76,0.7,2172405,0,2,2025,0.55,0
TRX_007752,CUST_00161,2025-02-27,Mobile Phone,Huawei P30,Huawei,China,Premium,New,2362481,1,2362481,9.0,0.0,0.684,0.605,0.9,0.771,1.0,1.0,0.614,Physical Store,Mobile Money,28,Female,Arusha,Muslim,Others,Bachelor,"<200,000",M-Pesa,4,0.21,0.79,0.76,0.5,2362481,0,2,2025,0.47,1
TRX_007753,CUST_01109,2025-01-09,Mobile Phone,Oppo A53,Oppo,China,Mid-Range,New,410433,1,410433,7.5,0.2,0.638,0.55,0.9,0.869,1.0,1.0,0.599,Mobile,Card,15,Female,Arusha,Muslim,Sukuma,Bachelor,"200,000-500,000",Airtel Money,4,0.1,0.78,0.85,0.7,410433,0,1,2025,0.77,1
TRX_007754,CUST_01079,2025-02-12,Mobile Phone,Nokia C3,Nokia,Finland,Mid-Range,New,254923,1,254923,6.3,0.446,0.447,0.56,1.0,0.809,1.0,1.0,0.566,Mobile,Cash,31,Male,Zanzibar,Other,Others,Primary,"200,000-500,000",Airtel Money,3,0.12,0.87,0.71,0.3,254923,0,2,2025,0.73,0
TRX_007755,CUST_00806,2025-02-05,Mobile Phone,Vivo Y20,Vivo,China,Mid-Range,New,591334,1,591334,6.4,0.0,0.339,0.7,1.0,0.691,1.0,1.0,0.491,Online,Cash,37,Female,Dar es Salaam,Christian,Gogo,Diploma,"200,000-500,000",Tigo Pesa,3,0.4,0.74,0.53,0.5,591334,0,2,2025,0.67,1
TRX_007756,CUST_03760,2025-01-29,Mobile Phone,Xiaomi Redmi 9,Xiaomi,China,Mid-Range,New,529463,1,529463,7.3,0.0,0.518,0.795,1.0,0.611,1.0,1.0,0.312,Physical Store,Mobile Money,24,Female,Arusha,Christian,Others,Primary,"200,000-500,000",Halopesa,5,0.59,0.8,0.71,0.5,529463,0,1,2025,0.73,0
TRX_007757,CUST_00288,2025-02-28,Mobile Phone,iPhone 11,Apple,USA,Premium,New,1297291,1,1297291,8.6,0.557,0.318,0.805,1.0,0.638,1.0,0.8,0.807,Mobile,Card,22,Male,Mbeya,Christian,Haya,Bachelor,">2,000,000",M-Pesa,1,0.21,0.41,0.37,1.0,1297291,0,2,2025,0.66,1
TRX_007758,CUST_04632,2025-01-28,Mobile Phone,Vivo Y12,Vivo,China,Mid-Range,New,362019,1,362019,7.6,0.321,0.555,0.82,1.0,0.902,1.0,1.0,0.791,Physical Store,Cash,15,Male,Morogoro,Christian,Sukuma,Secondary,"<200,000",M-Pesa,4,0.64,0.75,0.73,0.7,362019,0,1,2025,0.78,1
TRX_007759,CUST_03722,2025-01-28,Mobile Phone,iPhone 14,Apple,USA,Premium,New,1261657,1,1261657,9.1,0.075,0.4,0.865,0.9,0.745,1.0,1.0,0.498,Physical Store,Mobile Money,32,Male,Mwanza,Muslim,Others,Diploma,"<200,000",M-Pesa,5,0.33,0.88,0.44,0.0,1261657,0,1,2025,0.69,0
TRX_007760,CUST_01622,2025-01-23,Mobile Phone,Tecno Camon 19,Tecno,China,Mid-Range,New,304273,1,304273,7.2,0.681,0.511,0.67,1.0,0.647,1.0,1.0,0.657,Online,Cash,33,Male,Mwanza,Christian,Nyamwezi,Primary,"500,001-1,000,000",M-Pesa,4,0.14,0.42,0.71,0.5,304273,0,1,2025,0.77,0
TRX_007761,CUST_02637,2025-02-16,Mobile Phone,iPhone 13,Apple,USA,Premium,New,793375,1,793375,8.5,0.676,0.314,0.715,0.9,0.987,1.0,1.0,0.791,Physical Store,Cash,29,Female,Mbeya,Muslim,Sukuma,No formal,"1,000,001-2,000,000",M-Pesa,5,0.03,0.49,0.37,0.5,793375,1,2,2025,0.75,1
TRX_007762,CUST_02954,2025-02-13,Mobile Phone,Xiaomi Redmi 9,Xiaomi,China,Mid-Range,New,301437,1,301437,6.4,0.382,0.314,0.65,1.0,0.51,1.0,1.0,0.504,Online,Mobile Money,34,Female,Dodoma,Christian,Others,Secondary,"200,000-500,000",M-Pesa,4,0.3,0.82,0.49,0.0,301437,0,2,2025,0.72,0
TRX_007763,CUST_03429,2025-02-21,Mobile Phone,Nokia G10,Nokia,Finland,Mid-Range,New,269694,1,269694,6.2,0.858,0.267,0.73,1.0,0.746,1.0,1.0,0.801,Physical Store,Cash,23,Male,Mwanza,Other,Sukuma,Secondary,"1,000,001-2,000,000",M-Pesa,4,0.46,0.21,0.43,0.3,269694,0,2,2025,0.72,1
TRX_007764,CUST_04527,2025-02-10,Mobile Phone,Samsung Galaxy A23,Samsung,South Korea,Premium,New,1954838,1,1954838,8.5,0.0,0.382,0.845,1.0,0.923,1.0,1.0,0.675,Physical Store,Cash,15,Male,Zanzibar,Christian,Sukuma,Primary,"<200,000",Airtel Money,5,0.29,0.98,0.45,0.0,1954838,0,2,2025,0.52,1
TRX_007765,CUST_03253,2025-02-25,Mobile Phone,iPhone 11,Apple,USA,Premium,New,1060191,1,1060191,8.2,0.77,0.246,0.81,1.0,0.692,1.0,1.0,0.627,Physical Store,Cash,28,Male,Mwanza,Christian,Others,No formal,"1,000,001-2,000,000",Halopesa,1,0.22,0.26,0.3,0.0,1060191,0,2,2025,0.68,1
TRX_007766,CUST_02110,2024-09-26,Mobile Phone,Nokia C3,Nokia,Finland,Mid-Range,Used,444082,1,444082,6.0,0.289,0.312,0.565,0.9,0.566,0.6,1.0,0.55,Physical Store,Card,15,Female,Tanga,Muslim,Others,Secondary,"500,001-1,000,000",M-Pesa,2,0.13,0.64,0.52,0.5,444082,0,9,2024,0.67,1
TRX_007767,CUST_03892,2024-11-30,Mobile Phone,Tecno Camon 18,Tecno,China,Mid-Range,New,277528,1,277528,6.7,0.799,0.57,0.615,1.0,0.89,1.0,1.0,0.867,Physical Store,Mobile Money,30,Male,Mbeya,Christian,Haya,Secondary,"1,000,001-2,000,000",M-Pesa,3,0.03,0.29,0.85,0.5,277528,1,11,2024,0.75,0
